schema_version,profile_id,interest_id,weight,explicit_weight,behavior_weight,updated_at
3.0,profile-v3-0015,health-sciences,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0015,volunteering,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0015,ai,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0015,product,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0015,music,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0015,international-community,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0015,photography,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0016,languages,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0016,career,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0016,sustainability,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0016,web-development,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0016,mental-health,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0016,international-community,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0017,theatre,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0017,social-sciences,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0017,product,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0017,ai,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0017,game-development,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0018,graphic-design,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0018,social-sciences,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0018,photography,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0019,ai,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0019,graphic-design,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0019,theatre,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0019,data-science,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0019,product,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0019,volunteering,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0020,social-responsibility,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0020,entrepreneurship,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0020,volunteering,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0020,mobile-development,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0020,game-development,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0020,sports,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0020,engineering,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0020,nutrition,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0021,languages,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0021,cybersecurity,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0021,data-science,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0021,volunteering,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0021,mental-health,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0022,graphic-design,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0022,wellbeing,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0022,ui-ux,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0022,cybersecurity,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0022,photography,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0022,volunteering,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0022,culture,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0023,sports,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0023,music,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0023,wellbeing,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0023,natural-sciences,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0023,web-development,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0023,international-community,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0023,culture,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0024,entrepreneurship,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0024,web-development,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0024,sports,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0024,volunteering,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0024,culture,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0024,mental-health,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0024,international-community,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0025,volunteering,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0025,nutrition,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0025,international-community,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0025,game-development,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0025,ai,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0025,social-sciences,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0026,photography,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0026,product,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0026,theatre,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0026,finance,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0026,entrepreneurship,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0027,sustainability,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0027,international-community,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0027,theatre,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0027,finance,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0027,social-sciences,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0027,photography,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0027,career,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0028,web-development,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0028,ai,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0028,game-development,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0028,mental-health,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0028,graphic-design,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0028,entrepreneurship,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0028,volunteering,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0028,wellbeing,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0029,languages,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0029,theatre,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0029,international-community,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0029,sports,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0029,mental-health,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0029,volunteering,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0029,photography,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0030,culture,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0030,mobile-development,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0030,game-development,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0030,product,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0031,social-sciences,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0031,sports,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0031,web-development,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0031,game-development,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0031,languages,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0031,mobile-development,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0032,photography,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0032,data-science,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0032,volunteering,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0032,health-sciences,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0032,mental-health,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0033,sustainability,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0033,nutrition,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0033,health-sciences,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0033,languages,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0034,wellbeing,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0034,data-science,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0034,sustainability,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0034,travel,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0034,game-development,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0035,sustainability,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0035,culture,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0035,entrepreneurship,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0035,web-development,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0035,career,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0035,wellbeing,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0035,mobile-development,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0036,ai,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0036,health-sciences,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0036,nutrition,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0036,social-sciences,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0037,ui-ux,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0037,languages,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0037,entrepreneurship,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0037,cybersecurity,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0037,finance,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0037,social-sciences,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0038,natural-sciences,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0038,career,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0038,nutrition,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0038,cybersecurity,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0038,mobile-development,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0038,product,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0038,culture,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0038,theatre,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0039,career,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0039,music,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0039,theatre,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0039,ai,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0040,nutrition,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0040,mental-health,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0040,finance,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0041,career,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0041,health-sciences,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0041,cybersecurity,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0041,travel,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0042,finance,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0042,travel,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0042,international-community,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0042,game-development,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0043,languages,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0043,health-sciences,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0043,entrepreneurship,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0043,mobile-development,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0043,ai,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0043,sports,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0043,culture,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0044,mental-health,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0044,web-development,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0044,data-science,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0044,music,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0044,sustainability,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0045,web-development,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0045,game-development,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0045,wellbeing,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0045,theatre,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0045,product,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0045,sustainability,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0045,social-responsibility,0.142857,0.142857,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0046,international-community,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0046,mobile-development,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0046,health-sciences,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0046,mental-health,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0046,graphic-design,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0047,data-science,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0047,social-responsibility,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0047,wellbeing,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0047,health-sciences,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0047,natural-sciences,0.2,0.2,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0048,entrepreneurship,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0048,sustainability,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0048,photography,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0048,nutrition,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0048,web-development,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0048,wellbeing,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0048,health-sciences,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0048,mental-health,0.125,0.125,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0049,music,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0049,health-sciences,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0049,product,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0049,finance,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0050,wellbeing,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0050,web-development,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0050,volunteering,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0050,theatre,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0051,languages,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0051,music,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0051,career,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0052,mental-health,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0052,travel,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0052,web-development,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0052,game-development,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0053,natural-sciences,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0053,culture,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0053,health-sciences,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0053,product,0.25,0.25,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0054,mental-health,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0054,travel,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0054,international-community,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0054,mobile-development,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0054,ui-ux,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0054,social-sciences,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0055,travel,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0055,natural-sciences,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0055,languages,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0055,engineering,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0055,sustainability,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0055,cybersecurity,0.166667,0.166667,0.0,2026-08-01T09:00:00+00:00
3.0,profile-v3-0056,data-science,0.333333,0.333333,0.0,2026-08-01T09:00:00+00:00
